region,anzsic_descriptor,sub_industry,household_category,gas,units,magnitude,year,data_val
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,24.26
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,21.73
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,21.31
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,22.6
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,19.28
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,21.19
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,23.51
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,24.55
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,30.9
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,35.43
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,37.35
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,34.12
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,22.26
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,24.93
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,46.83
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,48.75
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,42.94
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,42.18
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,42.4
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,36.27
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,37.21
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,35.14
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,35.82
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,35.99
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,41.88
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,44.8
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,45.13
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,37.26
Waikato,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,48.11
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,165.17
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,188.61
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,176.47
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,161.98
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,166.3
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,141.36
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,148.71
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,135.29
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,137.77
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,139.9
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,144.98
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,152.43
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,147.97
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,105.55
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,129.41
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,5.16
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,5.3
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,5.15
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,5.32
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,5.71
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,5.19
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,5.1
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,5.48
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,5.86
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,4.72
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,4.97
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,4.73
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,4.85
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,3.5
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,4.24
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,785.66
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,771.69
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,735.85
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,722.67
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,754.47
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,735.17
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,750.31
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,762.43
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,799.18
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,795
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,865.73
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,889.11
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,864.56
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,792.13
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,815.82
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,224.5
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,222.36
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,227.27
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,243.18
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,259.61
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,262.7
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,270.21
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,261.19
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,260.31
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,227.85
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,254.82
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,264.01
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,266.78
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,238.21
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,234.73
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,366.97
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,358.23
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,344.15
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,363.15
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,357.55
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,366.69
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,376.17
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,376.32
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,386.84
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,354.57
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,376.27
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,390.5
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,375.3
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,358.51
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,371.42
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,29.17
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,27.91
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,28.76
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,26.67
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,24.92
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,24.68
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,23.37
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,23.13
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,23.11
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,21.47
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,23.77
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,24.68
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,24.98
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,30.42
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,27.84
Hawke's Bay,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,88.65
Hawke's Bay,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,84.65
Hawke's Bay,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,83.23
Hawke's Bay,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,85.35
Hawke's Bay,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,86.88
Hawke's Bay,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,86.28
Hawke's Bay,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,92.8
Hawke's Bay,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,90.95
Hawke's Bay,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,92.63
Hawke's Bay,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,85.91
Hawke's Bay,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,94.4
Hawke's Bay,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,95.29
Hawke's Bay,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,98.84
Hawke's Bay,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,94.51
Hawke's Bay,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,94.73
Manawatū-Whanganui,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,105.92
Manawatū-Whanganui,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,106.91
Manawatū-Whanganui,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,103.42
Manawatū-Whanganui,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,112.38
Manawatū-Whanganui,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,114.14
Manawatū-Whanganui,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,115.59
Manawatū-Whanganui,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,112.67
Manawatū-Whanganui,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,113.02
Manawatū-Whanganui,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,115.71
Manawatū-Whanganui,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,113.24
Manawatū-Whanganui,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,122.54
Manawatū-Whanganui,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,126.62
Manawatū-Whanganui,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,119.19
Manawatū-Whanganui,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,119.82
Manawatū-Whanganui,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,128.47
Marlborough,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,30.53
Marlborough,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,29.23
Marlborough,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,27.87
Marlborough,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,30.21
Marlborough,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,30.53
Marlborough,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,29.05
Marlborough,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,30.17
Marlborough,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,30.69
Marlborough,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,32.01
Marlborough,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,30.36
Marlborough,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,33.5
Marlborough,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,31.16
Marlborough,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,31.69
Marlborough,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,29.99
Marlborough,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,30.04
Northland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,83.39
Northland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,84.37
Northland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,81.25
Northland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,83.46
Northland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,84.81
Northland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,91.64
Northland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,86.11
Northland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,85.39
Northland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,85.63
Northland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,80.7
Northland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,90.56
Northland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,90.68
Northland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,87.02
